STATION,STATION_NAME,DATE,MDPR,DAPR,PRCP,SNWD,SNOW,TMAX,TMIN,TOBS,WT06,WT05,WT04,WT03
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760518,-9999,-9999,0.00,0.0,0.0,62,35,58,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760519,-9999,-9999,0.00,0.0,0.0,62,41,59,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760520,-9999,-9999,0.00,0.0,0.0,61,47,58,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760521,-9999,-9999,0.00,0.0,0.0,68,40,65,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760522,-9999,-9999,0.00,0.0,0.0,65,45,56,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760523,-9999,-9999,0.03,0.0,0.0,64,45,62,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760524,-9999,-9999,0.40,0.0,0.0,62,45,56,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760525,-9999,-9999,0.00,0.0,0.0,59,44,56,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760526,-9999,-9999,0.12,0.0,0.0,72,47,69,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760527,-9999,-9999,0.12,0.0,0.0,69,48,48,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760528,-9999,-9999,0.10,0.0,0.0,56,40,55,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760529,-9999,-9999,0.11,0.0,0.0,55,44,53,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760530,-9999,-9999,0.00,0.0,0.0,58,43,55,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760531,-9999,-9999,0.20,0.0,0.0,56,42,52,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760601,-9999,-9999,0.14,0.0,0.0,57,43,55,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760602,-9999,-9999,0.12,0.0,0.0,58,43,55,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760603,-9999,-9999,0.00,0.0,0.0,62,38,59,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760604,-9999,-9999,0.00,0.0,0.0,63,40,61,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760605,-9999,-9999,0.00,0.0,0.0,66,39,64,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760606,-9999,-9999,0.00,0.0,0.0,70,40,67,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760607,-9999,-9999,0.00,0.0,0.0,67,44,65,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760608,-9999,-9999,0.00,0.0,0.0,65,45,62,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760609,-9999,-9999,0.00,0.0,0.0,64,48,62,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760610,-9999,-9999,0.00,0.0,0.0,62,51,61,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760611,-9999,-9999,0.11,0.0,0.0,61,48,56,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760612,-9999,-9999,0.25,0.0,0.0,56,45,53,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760613,-9999,-9999,0.00,0.0,0.0,62,40,60,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760614,-9999,-9999,0.05,0.0,0.0,70,39,68,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760615,-9999,-9999,1.02,0.0,0.0,68,52,59,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760616,-9999,-9999,0.00,0.0,0.0,64,52,63,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760617,-9999,-9999,0.00,0.0,0.0,73,45,71,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760618,-9999,-9999,0.00,0.0,0.0,75,47,73,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760619,-9999,-9999,0.09,0.0,0.0,75,50,73,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760620,-9999,-9999,0.00,0.0,0.0,73,43,66,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760621,-9999,-9999,0.00,0.0,0.0,66,47,63,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760622,-9999,-9999,0.12,0.0,0.0,65,50,64,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760623,-9999,-9999,0.00,0.0,0.0,65,50,63,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760624,-9999,-9999,0.00,0.0,0.0,63,51,58,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760625,-9999,-9999,0.04,0.0,0.0,62,47,61,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760626,-9999,-9999,0.00,0.0,0.0,62,44,61,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760627,-9999,-9999,0.00,0.0,0.0,73,44,70,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760628,-9999,-9999,0.00,0.0,0.0,73,49,72,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760629,-9999,-9999,0.00,0.0,0.0,72,53,69,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760630,-9999,-9999,0.36,0.0,0.0,70,49,68,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760701,-9999,-9999,0.11,0.0,0.0,68,53,65,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760702,-9999,-9999,0.00,0.0,0.0,73,51,70,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760703,-9999,-9999,0.01,0.0,0.0,70,53,67,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760704,-9999,-9999,0.20,0.0,0.0,72,56,71,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760705,-9999,-9999,0.00,0.0,0.0,78,53,76,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760706,-9999,-9999,0.01,0.0,0.0,75,57,72,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760707,-9999,-9999,0.13,0.0,0.0,72,58,67,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760708,-9999,-9999,0.00,0.0,0.0,70,59,67,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760709,-9999,-9999,0.00,0.0,0.0,68,53,67,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760710,-9999,-9999,0.00,0.0,0.0,73,48,71,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760711,-9999,-9999,0.05,0.0,0.0,72,54,70,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760712,-9999,-9999,0.00,0.0,0.0,70,53,64,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760713,-9999,-9999,0.00,0.0,0.0,70,50,68,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760714,-9999,-9999,0.00,0.0,0.0,72,43,71,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760715,-9999,-9999,0.00,0.0,0.0,79,47,77,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760716,-9999,-9999,0.00,0.0,0.0,77,50,69,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760717,-9999,-9999,0.00,0.0,0.0,70,49,69,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760718,-9999,-9999,0.00,0.0,0.0,70,47,69,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760719,-9999,-9999,0.00,0.0,0.0,78,46,76,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760720,-9999,-9999,0.10,0.0,0.0,76,56,68,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760721,-9999,-9999,0.00,0.0,0.0,68,50,64,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760722,-9999,-9999,0.03,0.0,0.0,64,48,63,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760723,-9999,-9999,0.00,0.0,0.0,77,50,75,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760724,-9999,-9999,0.00,0.0,0.0,76,54,75,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760725,-9999,-9999,0.00,0.0,0.0,77,45,75,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760726,-9999,-9999,0.00,0.0,0.0,75,53,66,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760727,-9999,-9999,0.00,0.0,0.0,72,43,70,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760728,-9999,-9999,0.00,0.0,0.0,81,43,78,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760729,-9999,-9999,0.00,0.0,0.0,78,53,67,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760730,-9999,-9999,0.00,0.0,0.0,75,45,72,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760731,-9999,-9999,0.00,0.0,0.0,74,54,71,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760801,-9999,-9999,0.00,0.0,0.0,71,45,69,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760802,-9999,-9999,0.00,0.0,0.0,72,49,69,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760803,-9999,-9999,0.04,0.0,0.0,69,53,64,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760804,-9999,-9999,0.00,0.0,0.0,67,53,65,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760805,-9999,-9999,0.00,0.0,0.0,67,54,65,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760806,-9999,-9999,0.00,0.0,0.0,68,50,65,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760807,-9999,-9999,0.23,0.0,0.0,65,55,59,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760808,-9999,-9999,0.17,0.0,0.0,62,55,60,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760809,-9999,-9999,0.00,0.0,0.0,71,55,69,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760810,-9999,-9999,0.00,0.0,0.0,74,55,71,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760811,-9999,-9999,0.00,0.0,0.0,76,47,74,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760812,-9999,-9999,0.00,0.0,0.0,74,51,68,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760813,-9999,-9999,0.14,0.0,0.0,68,54,60,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760814,-9999,-9999,0.00,0.0,0.0,74,54,72,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760815,-9999,-9999,0.57,0.0,0.0,72,52,64,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760816,-9999,-9999,0.00,0.0,0.0,64,53,62,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760817,-9999,-9999,0.00,0.0,0.0,63,53,61,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760818,-9999,-9999,0.00,0.0,0.0,71,44,68,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760819,-9999,-9999,1.02,0.0,0.0,68,50,57,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760820,-9999,-9999,0.00,0.0,0.0,68,53,65,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760821,-9999,-9999,0.00,0.0,0.0,69,48,67,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760822,-9999,-9999,0.00,0.0,0.0,67,49,60,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760823,-9999,-9999,0.15,0.0,0.0,67,52,65,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760824,-9999,-9999,0.00,0.0,0.0,66,54,65,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760825,-9999,-9999,0.07,0.0,0.0,65,53,62,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760826,-9999,-9999,0.05,0.0,0.0,67,50,65,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760827,-9999,-9999,0.10,0.0,0.0,65,53,63,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760828,-9999,-9999,0.00,0.0,0.0,74,54,71,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760829,-9999,-9999,0.00,0.0,0.0,71,51,69,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760830,-9999,-9999,0.00,0.0,0.0,72,48,69,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760831,-9999,-9999,0.00,0.0,0.0,73,50,70,-9999,-9999,-9999,1
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760901,-9999,-9999,0.00,0.0,0.0,70,46,61,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760902,-9999,-9999,0.00,0.0,0.0,71,50,69,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760903,-9999,-9999,0.00,0.0,0.0,72,46,69,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760904,-9999,-9999,0.05,0.0,0.0,69,52,65,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760905,-9999,-9999,1.02,0.0,0.0,64,56,58,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760906,-9999,-9999,0.00,0.0,0.0,68,48,62,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760907,-9999,-9999,0.00,0.0,0.0,66,47,64,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760908,-9999,-9999,0.00,0.0,0.0,69,45,64,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760909,-9999,-9999,0.00,0.0,0.0,74,43,71,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760910,-9999,-9999,0.00,0.0,0.0,77,40,74,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760911,-9999,-9999,0.00,0.0,0.0,74,43,60,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760912,-9999,-9999,0.00,0.0,0.0,68,53,65,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760913,-9999,-9999,0.00,0.0,0.0,72,43,70,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760914,-9999,-9999,0.39,0.0,0.0,70,56,62,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760915,-9999,-9999,0.00,0.0,0.0,66,43,63,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760916,-9999,-9999,0.00,0.0,0.0,71,47,50,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760917,-9999,-9999,0.00,0.0,0.0,62,50,60,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760918,-9999,-9999,0.00,0.0,0.0,69,52,67,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760919,-9999,-9999,0.00,0.0,0.0,72,47,69,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760920,-9999,-9999,0.00,0.0,0.0,86,48,80,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760921,-9999,-9999,0.00,0.0,0.0,80,50,61,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760922,-9999,-9999,0.00,0.0,0.0,63,53,61,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760923,-9999,-9999,0.00,0.0,0.0,63,50,61,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760924,-9999,-9999,0.00,0.0,0.0,69,47,66,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760925,-9999,-9999,0.00,0.0,0.0,78,45,74,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760926,-9999,-9999,0.00,0.0,0.0,78,47,74,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760927,-9999,-9999,0.00,0.0,0.0,74,45,69,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760928,-9999,-9999,0.00,0.0,0.0,72,49,70,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760929,-9999,-9999,0.00,0.0,0.0,70,50,67,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19760930,-9999,-9999,0.00,0.0,0.0,67,43,61,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19761001,-9999,-9999,0.00,0.0,0.0,62,41,59,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19761002,-9999,-9999,0.08,0.0,0.0,58,46,57,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19761003,-9999,-9999,0.00,0.0,0.0,61,48,59,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19761004,-9999,-9999,0.00,0.0,0.0,63,39,61,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19761005,-9999,-9999,0.06,0.0,0.0,61,49,58,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19761006,-9999,-9999,0.00,0.0,0.0,64,48,62,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19761007,-9999,-9999,0.00,0.0,0.0,68,45,66,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19761008,-9999,-9999,0.00,0.0,0.0,69,41,67,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19761009,-9999,-9999,0.10,0.0,0.0,67,46,65,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19761010,-9999,-9999,0.23,0.0,0.0,65,54,60,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19761011,-9999,-9999,0.00,0.0,0.0,65,48,63,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19761012,-9999,-9999,0.00,0.0,0.0,65,39,63,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19761013,-9999,-9999,0.00,0.0,0.0,63,46,60,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19761014,-9999,-9999,0.00,0.0,0.0,63,43,60,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19761015,-9999,-9999,0.00,0.0,0.0,61,34,59,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19761016,-9999,-9999,0.00,0.0,0.0,59,32,55,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19761017,-9999,-9999,0.00,0.0,0.0,63,28,60,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19761018,-9999,-9999,0.00,0.0,0.0,61,32,58,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19761019,-9999,-9999,0.00,0.0,0.0,64,29,59,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19761020,-9999,-9999,0.00,0.0,0.0,63,28,59,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19761021,-9999,-9999,0.00,0.0,0.0,59,31,54,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19761022,-9999,-9999,0.00,0.0,0.0,54,36,43,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19761023,-9999,-9999,0.00,0.0,0.0,52,40,50,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19761024,-9999,-9999,0.31,0.0,0.0,54,44,53,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19761025,-9999,-9999,0.61,0.0,0.0,52,49,51,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19761026,-9999,-9999,0.00,0.0,0.0,58,46,56,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19761027,-9999,-9999,0.00,0.0,0.0,60,37,55,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19761028,-9999,-9999,0.50,0.0,0.0,56,49,53,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19761029,-9999,-9999,0.10,0.0,0.0,58,45,55,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19761030,-9999,-9999,0.00,0.0,0.0,56,33,55,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19761031,-9999,-9999,0.52,0.0,0.0,59,50,56,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19761101,-9999,-9999,0.00,0.0,0.0,58,42,53,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19761102,-9999,-9999,0.00,0.0,0.0,55,39,51,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19761103,-9999,-9999,0.00,0.0,0.0,60,37,50,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19761104,-9999,-9999,0.00,0.0,0.0,60,33,50,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19761105,-9999,-9999,0.03,0.0,0.0,50,40,47,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19761106,-9999,-9999,0.07,0.0,0.0,55,42,51,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19761107,-9999,-9999,0.00,0.0,0.0,55,49,53,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19761108,-9999,-9999,0.02,0.0,0.0,54,48,50,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19761109,-9999,-9999,0.00,0.0,0.0,60,43,54,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19761110,-9999,-9999,0.00,0.0,0.0,54,44,46,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19761111,-9999,-9999,0.00,0.0,0.0,54,41,45,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19761112,-9999,-9999,0.00,0.0,0.0,55,32,46,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19761113,-9999,-9999,0.00,0.0,0.0,49,28,44,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19761114,-9999,-9999,0.11,0.0,0.0,61,32,56,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19761115,-9999,-9999,0.02,0.0,0.0,57,44,56,-9999,-9999,-9999,-9999
GHCND:USC00455678,MOUNT VERNON 3 WNW WA US,19761116,-9999,-9999,0.12,0.0,0.0,61,50,58,-9999,-9999,-9999,-9999
